time, ID, MOSI, MISO
0,0,0x20|0x0C,0x0E|0x00
0.681831320000000,1,0x21|0x00,0x0E|0x00
0.681900520000000,2,0x22|0x3F,0x0E|0x00
0.681960640000000,3,0x23|0x03,0x0E|0x00
0.682020760000000,4,0x24|0xFF,0x0E|0x00
0.682080840000000,5,0x25|0x08,0x0E|0x00
0.682150080000000,6,0x26|0x05,0x0E|0x00
0.682210160000000,7,0x27|0x70,0x0E|0x00
0.682270280000000,8,0x28|0x00,0x0E|0x00
0.682330400000000,9,0x29|0x00,0x0E|0x00
0.682399640000000,10,0x2C|0xC3,0x0E|0x00
0.682459760000000,11,0x2D|0xC4,0x0E|0x00
0.682519880000000,12,0x2E|0xC5,0x0E|0x00
0.682580040000000,13,0x2F|0xC6,0x0E|0x00
0.682649240000000,14,0x31|0x10,0x0E|0x00
0.682709360000000,15,0x32|0x10,0x0E|0x00
0.682769480000000,16,0x33|0x10,0x0E|0x00
0.682829600000000,17,0x34|0x10,0x0E|0x00
0.682898800000000,18,0x35|0x10,0x0E|0x00
0.682958960000000,19,0x36|0x10,0x0E|0x00
0.683019080000000,20,0x37|0x00,0x0E|0x00
0.683075480000000,21,0x2A|0x6D|0x6A|0x73|0x73|0x73,0x0E|0x00|0x00|0x00|0x00|0x00
0.683272960000000,22,0x2B|0x6A|0x6D|0x37|0x37|0x37,0x0E|0x00|0x00|0x00|0x00|0x00
0.683470440000000,23,0x30|0x6D|0x6A|0x73|0x73|0x73,0x0E|0x00|0x00|0x00|0x00|0x00
0.683666640000000,24,0x07|0x00,0x0E|0x0E
0.683723720000000,25,0x50|0x53,0x0E|0x00
0.683782240000000,26,0x20|0x40|0x4B|0x01|0xE2,0x8E|0x00|0x00|0x00|0x00
0.683960960000000,27,0x21|0xC0|0x4B|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.684139720000000,28,0x22|0xD0|0xFC|0x8C|0x02,0x8E|0x00|0x00|0x00|0x00
0.684309360000000,29,0x23|0xF9|0x00|0x39|0x21,0x8E|0x00|0x00|0x00|0x00
0.684488080000000,30,0x24|0xC1|0x96|0x9A|0x1B,0x8E|0x00|0x00|0x00|0x00
0.684666800000000,31,0x25|0x24|0x06|0x7F|0xA6,0x8E|0x00|0x00|0x00|0x00
0.684836440000000,32,0x26|0x00|0x00|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.685016600000000,33,0x27|0x00|0x00|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.685195360000000,34,0x28|0x00|0x00|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.685365000000000,35,0x29|0x00|0x00|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.685543800000000,36,0x2A|0x00|0x00|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.685722520000000,37,0x2B|0x00|0x00|0x00|0x00,0x8E|0x00|0x00|0x00|0x00
0.685901320000000,38,0x2C|0x00|0x12|0x73|0x00,0x8E|0x00|0x00|0x00|0x00
0.686070960000000,39,0x2D|0x46|0xB4|0x80|0x00,0x8E|0x00|0x00|0x00|0x00
0.686246720000000,40,0x2E|0x41|0x10|0x04|0x82|0x20|0x08|0x08|0xF2|0x7D|0xEF|0xFF,0x8E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
0.686663800000000,41,0x24|0xC7|0x96|0x9A|0x1B,0x8E|0x00|0x00|0x00|0x00
0.686832920000000,42,0x24|0xC1|0x96|0x9A|0x1B,0x8E|0x00|0x00|0x00|0x00
0.739927640000000,43,0x07|0x00,0x8E|0x8E
0.739985080000000,44,0x50|0x53,0x8E|0x00
0.740039320000000,45,0xE1|0x00,0x0E|0x0E
0.740092840000000,46,0x07|0x00,0x0E|0x0E
0.740147440000000,47,0x27|0x0E,0x0E|0x00
0.740208440000000,48,0x00|0x00,0x0E|0x0C
0.740263040000000,49,0x20|0x0C,0x0E|0x00
0.740316200000000,50,0x20|0x0C,0x0E|0x00
0.740369360000000,51,0x20|0x0E,0x0E|0x00
0.743476280000000,52,0xA0|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
